customer_id,customer_name,books
47,Lamar Cruickshank PhD,"[{""book_id"":""611121b7-4350-4e60-a0cb-4ea7edf18743"",""author_name"":""Robin Aufderhar"",""book_name"":""to patiently hostel"",""lend_date"":""2023-11-15"",""days_to_return"":18},{""book_id"":""ee219d5a-390c-4d16-95c3-b67020fcaac0"",""author_name"":""Josh Cruickshank"",""book_name"":""buoyant elope safely"",""lend_date"":""2023-05-07"",""days_to_return"":1},{""book_id"":""7f96eefc-2239-4e2f-a77f-1b0ead289534"",""author_name"":""Tammy Pagac"",""book_name"":""stumble throughout roughly"",""lend_date"":""2023-02-10"",""days_to_return"":21}]"
48,Chad Mohr,"[{""book_id"":""5727ff01-23af-460b-8edb-73f42b97dc58"",""author_name"":""Robyn Bayer-Gleason"",""book_name"":""yuck gladden midst"",""lend_date"":""2023-05-05"",""days_to_return"":1},{""book_id"":""23b563de-c77d-481f-a3fc-c9abe1296656"",""author_name"":""Terrell Harvey"",""book_name"":""worth what yowza"",""lend_date"":""2023-06-05"",""days_to_return"":13},{""book_id"":""48ec4968-8ac3-4609-8a9a-f2dc29846743"",""author_name"":""Mr. Virgil Rohan IV"",""book_name"":""phew diagnosis mukluk"",""lend_date"":""2023-08-23"",""days_to_return"":10}]"
49,Damon Streich V,"[{""book_id"":""d83cf7de-6a4c-4e4d-9a0b-7ffa7f870b5a"",""author_name"":""Bridget Kiehn"",""book_name"":""ew lest evil"",""lend_date"":""2024-01-17"",""days_to_return"":24},{""book_id"":""3b577187-5ed0-493b-8c29-58c94c218204"",""author_name"":""Kari Oberbrunner"",""book_name"":""vacation networking carefully"",""lend_date"":""2024-01-27"",""days_to_return"":20}]"
50,Gilbert Lowe,"[]"
51,Andrew Kuvalis,"[{""book_id"":""05fdc1c0-a500-4899-b48d-2157b82982d6"",""author_name"":""Mr. Sherman Batz I"",""book_name"":""curvy tart informal"",""lend_date"":""2023-07-18"",""days_to_return"":19},{""book_id"":""3989a6c8-7fc9-4796-8371-60b2dd7f56da"",""author_name"":""Rene Waters"",""book_name"":""eek anti unto"",""lend_date"":""2023-08-26"",""days_to_return"":23},{""book_id"":""2e7c110a-36b7-45cf-a848-b5229694f194"",""author_name"":""Maureen White"",""book_name"":""bah immobilize gee"",""lend_date"":""2023-03-14"",""days_to_return"":30},{""book_id"":""c0f32e4b-87b3-446f-9060-95eb4aa1873c"",""author_name"":""Mitchell Strosin"",""book_name"":""camel glower sunlamp"",""lend_date"":""2023-08-06"",""days_to_return"":7}]"
52,Emilio Daniel,"[{""book_id"":""e2a21607-ae01-413b-a35e-cdab1d051fb0"",""author_name"":""Maurice Renner"",""book_name"":""furiously hay ha"",""lend_date"":""2023-12-22"",""days_to_return"":7},{""book_id"":""2ff6d072-9cc7-4c0b-8108-dc4e8b52e7be"",""author_name"":""Jenna Gerlach"",""book_name"":""gift amongst decent"",""lend_date"":""2023-05-25"",""days_to_return"":19}]"
53,Florence Torp DVM,"[{""book_id"":""0f4cb001-17e3-480a-a569-f72191547a1e"",""author_name"":""Mitchell Strosin"",""book_name"":""interestingly truthful free"",""lend_date"":""2023-06-22"",""days_to_return"":12}]"
54,Candace Kovacek,"[{""book_id"":""2ae90a35-1862-4a7f-9a16-a2d9c910b674"",""author_name"":""Erin Cole"",""book_name"":""pursue warmly circa"",""lend_date"":""2023-12-29"",""days_to_return"":11},{""book_id"":""211bf2e5-eecd-4058-acbb-8c51adc6047b"",""author_name"":""Marta Terry"",""book_name"":""rash aha commonly"",""lend_date"":""2023-12-24"",""days_to_return"":25},{""book_id"":""48726fce-2c15-4b86-a087-bf299f58ed36"",""author_name"":""Robin Aufderhar"",""book_name"":""fiercely yum terribly"",""lend_date"":""2023-07-26"",""days_to_return"":26},{""book_id"":""79ca8b31-875f-4d3f-afae-ad51b4ad58e1"",""author_name"":""Robin Aufderhar"",""book_name"":""letter or mmm"",""lend_date"":""2024-01-21"",""days_to_return"":29},{""book_id"":""2f230fc3-5cad-4d9e-a960-7e1f778a3865"",""author_name"":""Maureen White"",""book_name"":""whenever upliftingly professor"",""lend_date"":""2023-09-24"",""days_to_return"":10}]"
55,Anthony Mayert,"[]"
56,Pearl Nader,"[{""book_id"":""211bf2e5-eecd-4058-acbb-8c51adc6047b"",""author_name"":""Marta Terry"",""book_name"":""rash aha commonly"",""lend_date"":""2023-10-03"",""days_to_return"":4},{""book_id"":""43a20995-c396-48ca-bf37-4eb94aad7582"",""author_name"":""Joyce Russel"",""book_name"":""exhibit oh broadly"",""lend_date"":""2023-04-24"",""days_to_return"":22}]"
57,Jennie Hansen,"[{""book_id"":""91bbd506-f3a2-468e-8297-f0c3cb765c57"",""author_name"":""Mabel D'Amore DDS"",""book_name"":""arrangement enlightened yowza"",""lend_date"":""2023-02-23"",""days_to_return"":10},{""book_id"":""e2a21607-ae01-413b-a35e-cdab1d051fb0"",""author_name"":""Maurice Renner"",""book_name"":""furiously hay ha"",""lend_date"":""2023-02-06"",""days_to_return"":24}]"
58,Theresa Reichel,"[{""book_id"":""025528bc-7752-4b6c-9ba1-1a3f66a45d99"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""yowza knowledgeably triumph"",""lend_date"":""2023-07-12"",""days_to_return"":20}]"
59,Elmer Jones,"[]"
60,Howard Wisozk,"[{""book_id"":""e87246ca-9449-47f5-b639-478173ca27dd"",""author_name"":""Rene Waters"",""book_name"":""grasp majestically clamp"",""lend_date"":""2023-12-04"",""days_to_return"":24},{""book_id"":""0f75b8b5-13c0-469d-90a4-5a4175707d57"",""author_name"":""Marie Schiller"",""book_name"":""sympathetic paw which"",""lend_date"":""2023-05-12"",""days_to_return"":22},{""book_id"":""f93ba989-fed9-4501-abbf-e5e3f1b938de"",""author_name"":""Tami Quitzon"",""book_name"":""into fries ammunition"",""lend_date"":""2023-10-09"",""days_to_return"":28}]"
61,Dr. Alice Boyer,"[{""book_id"":""2ae90a35-1862-4a7f-9a16-a2d9c910b674"",""author_name"":""Erin Cole"",""book_name"":""pursue warmly circa"",""lend_date"":""2023-05-25"",""days_to_return"":27},{""book_id"":""f93ba989-fed9-4501-abbf-e5e3f1b938de"",""author_name"":""Tami Quitzon"",""book_name"":""into fries ammunition"",""lend_date"":""2023-08-20"",""days_to_return"":22},{""book_id"":""5b172813-756c-4c37-a843-05491dc86329"",""author_name"":""Roman Frami"",""book_name"":""sans cabbage between"",""lend_date"":""2023-04-20"",""days_to_return"":4}]"
62,Alvin Rath,"[]"
63,Antonio Hartmann,"[{""book_id"":""3897db51-52b4-4b5c-81e6-16f94e5a816e"",""author_name"":""Erin Cole"",""book_name"":""ew exist hidden"",""lend_date"":""2023-06-30"",""days_to_return"":6}]"
64,Mario Steuber,"[{""book_id"":""e666261a-62ba-430d-80e9-9cec5b426b46"",""author_name"":""Randy Macejkovic"",""book_name"":""while exactly recuperate"",""lend_date"":""2023-05-17"",""days_to_return"":21},{""book_id"":""a698c7ff-77a8-41d1-919e-36d14c61a1b8"",""author_name"":""Robin Aufderhar"",""book_name"":""gladly to cable"",""lend_date"":""2023-10-26"",""days_to_return"":13}]"
65,Michael Lowe,"[{""book_id"":""ee219d5a-390c-4d16-95c3-b67020fcaac0"",""author_name"":""Josh Cruickshank"",""book_name"":""buoyant elope safely"",""lend_date"":""2023-11-21"",""days_to_return"":23},{""book_id"":""b2883074-8b3c-46f6-bc2d-93aad23050c8"",""author_name"":""Joyce Russel"",""book_name"":""gah laborer superintend"",""lend_date"":""2023-07-11"",""days_to_return"":29},{""book_id"":""130d8d96-e2ea-4546-9063-252e58a9fdd5"",""author_name"":""Mitchell Strosin"",""book_name"":""uh-huh but or"",""lend_date"":""2023-02-13"",""days_to_return"":23},{""book_id"":""0b656d04-5e06-4c11-bf1c-a4f90e54030b"",""author_name"":""Robyn Bayer-Gleason"",""book_name"":""likewise defoliate alarmed"",""lend_date"":""2024-01-17"",""days_to_return"":29},{""book_id"":""6f6b4a25-e694-4c64-8a5a-e7433da80fce"",""author_name"":""Terence Littel"",""book_name"":""mountainous chant precedence"",""lend_date"":""2023-10-31"",""days_to_return"":11}]"
66,Tom McLaughlin,"[{""book_id"":""cc1cd9da-a435-4654-b6d5-319ab7f0beb5"",""author_name"":""Dr. Jimmie Rau"",""book_name"":""countersign but heavy"",""lend_date"":""2023-12-22"",""days_to_return"":1},{""book_id"":""52302f52-9643-439a-aac2-d6b438a07e54"",""author_name"":""Rachel Johns"",""book_name"":""boohoo commonly mechanically"",""lend_date"":""2023-10-07"",""days_to_return"":29}]"
67,Jackie Lakin,"[{""book_id"":""fdf44ee9-ac4f-48d6-b175-c0e5ec97e3d2"",""author_name"":""Miss Olive Conn"",""book_name"":""revascularisation peddle upwardly"",""lend_date"":""2023-07-05"",""days_to_return"":9},{""book_id"":""5cb20b08-a9f3-4439-ad35-a8524d06b826"",""author_name"":""Terrance Bogisich"",""book_name"":""woot superb kindheartedly"",""lend_date"":""2023-05-23"",""days_to_return"":3}]"
68,April Erdman,"[{""book_id"":""a0b681b6-6447-4aa8-8c3b-bf3d5d260167"",""author_name"":""Cody Gutkowski"",""book_name"":""questionably really however"",""lend_date"":""2023-10-09"",""days_to_return"":10},{""book_id"":""e66a3bc4-b82a-47d7-97d3-4c4df9a3354c"",""author_name"":""Joyce Russel"",""book_name"":""manufacture apropos equally"",""lend_date"":""2023-03-12"",""days_to_return"":28},{""book_id"":""9c480ab4-4dc7-455e-9284-af60a3906c5f"",""author_name"":""Yvette Koelpin-Stanton DDS"",""book_name"":""psst huzzah meh"",""lend_date"":""2023-06-19"",""days_to_return"":11},{""book_id"":""7f96eefc-2239-4e2f-a77f-1b0ead289534"",""author_name"":""Tammy Pagac"",""book_name"":""stumble throughout roughly"",""lend_date"":""2023-08-22"",""days_to_return"":25}]"
69,Gilberto Price,"[{""book_id"":""ee861cc7-c27c-414d-bd74-1704b22f7d52"",""author_name"":""Blanche Waelchi"",""book_name"":""gracefully anchored phooey"",""lend_date"":""2024-01-23"",""days_to_return"":10},{""book_id"":""fdf44ee9-ac4f-48d6-b175-c0e5ec97e3d2"",""author_name"":""Miss Olive Conn"",""book_name"":""revascularisation peddle upwardly"",""lend_date"":""2023-08-15"",""days_to_return"":23},{""book_id"":""e66a3bc4-b82a-47d7-97d3-4c4df9a3354c"",""author_name"":""Joyce Russel"",""book_name"":""manufacture apropos equally"",""lend_date"":""2023-04-07"",""days_to_return"":24},{""book_id"":""04501887-b3ca-4103-8c4d-0f5aa0385720"",""author_name"":""Fernando Streich"",""book_name"":""so coolly hm"",""lend_date"":""2023-06-09"",""days_to_return"":9},{""book_id"":""5aa1ef85-b498-4171-86a6-2f401b4b46a4"",""author_name"":""Josh Cruickshank"",""book_name"":""if pelt tomorrow"",""lend_date"":""2024-01-04"",""days_to_return"":7}]"
70,Joy Watsica,"[]"
71,Frances Bogisich,"[{""book_id"":""3cf91d5d-26b2-4349-be80-bf6c5304d41d"",""author_name"":""Randy Macejkovic"",""book_name"":""afterwards for a"",""lend_date"":""2023-11-25"",""days_to_return"":26},{""book_id"":""9bbd1de9-c633-4a0b-b474-856c532df644"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whimper delayed ew"",""lend_date"":""2023-05-06"",""days_to_return"":17},{""book_id"":""14a6908f-b213-40b0-8cfb-bd4b8933cf0d"",""author_name"":""Miss Olive Conn"",""book_name"":""spree clean duh"",""lend_date"":""2023-09-25"",""days_to_return"":4}]"
72,Ted Bayer,"[{""book_id"":""46a64cc4-21ee-426f-8dd2-204c3c860e1d"",""author_name"":""Erin Cole"",""book_name"":""mushy even ugh"",""lend_date"":""2024-01-11"",""days_to_return"":19},{""book_id"":""5690ad39-f339-4204-9ab2-dafe59744bc9"",""author_name"":""Randy Macejkovic"",""book_name"":""unlined swank archive"",""lend_date"":""2023-03-19"",""days_to_return"":8},{""book_id"":""e11aa8b0-6956-4fa0-937e-f7bbf9aa5a2f"",""author_name"":""Mitchell Strosin"",""book_name"":""indeed unlike loosely"",""lend_date"":""2023-07-22"",""days_to_return"":16},{""book_id"":""ae908ece-d74e-40f5-89a3-a871bbd92938"",""author_name"":""Orville Stiedemann"",""book_name"":""failing mmm glamorous"",""lend_date"":""2023-04-04"",""days_to_return"":7}]"
73,Virginia Nicolas I,"[{""book_id"":""9bbd1de9-c633-4a0b-b474-856c532df644"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whimper delayed ew"",""lend_date"":""2023-03-17"",""days_to_return"":22},{""book_id"":""611121b7-4350-4e60-a0cb-4ea7edf18743"",""author_name"":""Robin Aufderhar"",""book_name"":""to patiently hostel"",""lend_date"":""2023-07-14"",""days_to_return"":14},{""book_id"":""c215c3af-4d5b-4056-a94d-5a75470bb74b"",""author_name"":""Donald Satterfield"",""book_name"":""shootdown inasmuch deliberately"",""lend_date"":""2023-07-04"",""days_to_return"":10}]"
74,Vincent Nader,"[{""book_id"":""46a64cc4-21ee-426f-8dd2-204c3c860e1d"",""author_name"":""Erin Cole"",""book_name"":""mushy even ugh"",""lend_date"":""2023-03-10"",""days_to_return"":23},{""book_id"":""e2a21607-ae01-413b-a35e-cdab1d051fb0"",""author_name"":""Maurice Renner"",""book_name"":""furiously hay ha"",""lend_date"":""2023-04-06"",""days_to_return"":30},{""book_id"":""cc1cd9da-a435-4654-b6d5-319ab7f0beb5"",""author_name"":""Dr. Jimmie Rau"",""book_name"":""countersign but heavy"",""lend_date"":""2023-12-20"",""days_to_return"":1}]"
75,Ms. Erma Beier,"[{""book_id"":""c0f32e4b-87b3-446f-9060-95eb4aa1873c"",""author_name"":""Mitchell Strosin"",""book_name"":""camel glower sunlamp"",""lend_date"":""2023-09-30"",""days_to_return"":15},{""book_id"":""3897db51-52b4-4b5c-81e6-16f94e5a816e"",""author_name"":""Erin Cole"",""book_name"":""ew exist hidden"",""lend_date"":""2023-04-05"",""days_to_return"":3},{""book_id"":""48ec4968-8ac3-4609-8a9a-f2dc29846743"",""author_name"":""Mr. Virgil Rohan IV"",""book_name"":""phew diagnosis mukluk"",""lend_date"":""2024-01-12"",""days_to_return"":19},{""book_id"":""5cb20b08-a9f3-4439-ad35-a8524d06b826"",""author_name"":""Terrance Bogisich"",""book_name"":""woot superb kindheartedly"",""lend_date"":""2023-09-22"",""days_to_return"":13},{""book_id"":""9c480ab4-4dc7-455e-9284-af60a3906c5f"",""author_name"":""Yvette Koelpin-Stanton DDS"",""book_name"":""psst huzzah meh"",""lend_date"":""2023-11-28"",""days_to_return"":14}]"
76,Crystal Beahan,"[{""book_id"":""037fcb48-a696-47f5-bee4-b969231343a0"",""author_name"":""Rene Waters"",""book_name"":""yowza ah artistic"",""lend_date"":""2023-09-13"",""days_to_return"":17},{""book_id"":""9c480ab4-4dc7-455e-9284-af60a3906c5f"",""author_name"":""Yvette Koelpin-Stanton DDS"",""book_name"":""psst huzzah meh"",""lend_date"":""2023-06-29"",""days_to_return"":19},{""book_id"":""6f6b4a25-e694-4c64-8a5a-e7433da80fce"",""author_name"":""Terence Littel"",""book_name"":""mountainous chant precedence"",""lend_date"":""2023-08-12"",""days_to_return"":20}]"
77,Alice Abshire,"[{""book_id"":""211bf2e5-eecd-4058-acbb-8c51adc6047b"",""author_name"":""Marta Terry"",""book_name"":""rash aha commonly"",""lend_date"":""2023-04-18"",""days_to_return"":26}]"
78,Percy Dicki,"[{""book_id"":""c7cb726e-0fe0-45c1-a147-cc28ec53091e"",""author_name"":""Maurice Renner"",""book_name"":""gah different quiver"",""lend_date"":""2023-03-19"",""days_to_return"":9},{""book_id"":""d8be8a5f-6358-43b7-8d00-767d9cf5d25a"",""author_name"":""Irvin Towne"",""book_name"":""but that constant"",""lend_date"":""2023-11-17"",""days_to_return"":23},{""book_id"":""ee861cc7-c27c-414d-bd74-1704b22f7d52"",""author_name"":""Blanche Waelchi"",""book_name"":""gracefully anchored phooey"",""lend_date"":""2023-06-27"",""days_to_return"":4}]"
79,Harry Brakus Jr.,"[{""book_id"":""55814f06-2950-4663-930b-c3fb832c0481"",""author_name"":""Erin Cole"",""book_name"":""reluctantly cohabit muted"",""lend_date"":""2023-09-19"",""days_to_return"":1},{""book_id"":""48ec4968-8ac3-4609-8a9a-f2dc29846743"",""author_name"":""Mr. Virgil Rohan IV"",""book_name"":""phew diagnosis mukluk"",""lend_date"":""2023-04-14"",""days_to_return"":22},{""book_id"":""983ab5b5-5d0d-425c-ab09-e31297369cc7"",""author_name"":""Robin Aufderhar"",""book_name"":""gadzooks unfortunate sweat"",""lend_date"":""2023-11-07"",""days_to_return"":22}]"
80,Agnes Bednar,"[{""book_id"":""211bf2e5-eecd-4058-acbb-8c51adc6047b"",""author_name"":""Marta Terry"",""book_name"":""rash aha commonly"",""lend_date"":""2023-09-27"",""days_to_return"":1}]"
81,Omar Kuhlman Jr.,"[{""book_id"":""5690ad39-f339-4204-9ab2-dafe59744bc9"",""author_name"":""Randy Macejkovic"",""book_name"":""unlined swank archive"",""lend_date"":""2023-10-08"",""days_to_return"":16},{""book_id"":""a698c7ff-77a8-41d1-919e-36d14c61a1b8"",""author_name"":""Robin Aufderhar"",""book_name"":""gladly to cable"",""lend_date"":""2023-02-21"",""days_to_return"":22},{""book_id"":""266940eb-308f-464f-89aa-74e7756f1df3"",""author_name"":""Terrell Harvey"",""book_name"":""drat loftily within"",""lend_date"":""2024-01-29"",""days_to_return"":15}]"
82,Ed Thompson-Morar,"[{""book_id"":""5aa1ef85-b498-4171-86a6-2f401b4b46a4"",""author_name"":""Josh Cruickshank"",""book_name"":""if pelt tomorrow"",""lend_date"":""2023-09-02"",""days_to_return"":17},{""book_id"":""23b563de-c77d-481f-a3fc-c9abe1296656"",""author_name"":""Terrell Harvey"",""book_name"":""worth what yowza"",""lend_date"":""2023-05-01"",""days_to_return"":10},{""book_id"":""ba12c823-33ff-488a-85ab-588fac403319"",""author_name"":""Irvin Towne"",""book_name"":""median or fatal"",""lend_date"":""2023-12-07"",""days_to_return"":2},{""book_id"":""9a88d854-8f9a-4e39-bf82-d9b5e14178e7"",""author_name"":""Marta Terry"",""book_name"":""smoggy lest as"",""lend_date"":""2023-10-10"",""days_to_return"":28},{""book_id"":""d8be8a5f-6358-43b7-8d00-767d9cf5d25a"",""author_name"":""Irvin Towne"",""book_name"":""but that constant"",""lend_date"":""2023-06-02"",""days_to_return"":22}]"
83,Myra VonRueden,"[{""book_id"":""43a20995-c396-48ca-bf37-4eb94aad7582"",""author_name"":""Joyce Russel"",""book_name"":""exhibit oh broadly"",""lend_date"":""2023-12-10"",""days_to_return"":19},{""book_id"":""0b656d04-5e06-4c11-bf1c-a4f90e54030b"",""author_name"":""Robyn Bayer-Gleason"",""book_name"":""likewise defoliate alarmed"",""lend_date"":""2023-09-29"",""days_to_return"":22},{""book_id"":""3989a6c8-7fc9-4796-8371-60b2dd7f56da"",""author_name"":""Rene Waters"",""book_name"":""eek anti unto"",""lend_date"":""2023-06-06"",""days_to_return"":17}]"
84,Leroy Marks,"[{""book_id"":""6f6b4a25-e694-4c64-8a5a-e7433da80fce"",""author_name"":""Terence Littel"",""book_name"":""mountainous chant precedence"",""lend_date"":""2023-07-23"",""days_to_return"":18},{""book_id"":""e666261a-62ba-430d-80e9-9cec5b426b46"",""author_name"":""Randy Macejkovic"",""book_name"":""while exactly recuperate"",""lend_date"":""2023-07-19"",""days_to_return"":23}]"
85,Salvador Bruen,"[{""book_id"":""79ca8b31-875f-4d3f-afae-ad51b4ad58e1"",""author_name"":""Robin Aufderhar"",""book_name"":""letter or mmm"",""lend_date"":""2023-02-09"",""days_to_return"":26},{""book_id"":""46a64cc4-21ee-426f-8dd2-204c3c860e1d"",""author_name"":""Erin Cole"",""book_name"":""mushy even ugh"",""lend_date"":""2023-03-18"",""days_to_return"":5},{""book_id"":""7f96eefc-2239-4e2f-a77f-1b0ead289534"",""author_name"":""Tammy Pagac"",""book_name"":""stumble throughout roughly"",""lend_date"":""2023-05-09"",""days_to_return"":6},{""book_id"":""4fbec169-d417-49fb-867b-71af71caeeeb"",""author_name"":""Jenna Gerlach"",""book_name"":""why busily refill"",""lend_date"":""2023-09-05"",""days_to_return"":16}]"
86,Genevieve Lind,"[]"
87,Cora Johnson,"[{""book_id"":""b74665c1-e53f-4e56-8132-49fad77c4b1f"",""author_name"":""Josh Cruickshank"",""book_name"":""save reactant superpose"",""lend_date"":""2023-10-22"",""days_to_return"":14},{""book_id"":""ec16e9c3-d2ed-4494-bf3c-3213138c503d"",""author_name"":""Fernando Streich"",""book_name"":""conscript descry even"",""lend_date"":""2024-01-06"",""days_to_return"":10},{""book_id"":""0f75b8b5-13c0-469d-90a4-5a4175707d57"",""author_name"":""Marie Schiller"",""book_name"":""sympathetic paw which"",""lend_date"":""2023-12-28"",""days_to_return"":24},{""book_id"":""5aa1ef85-b498-4171-86a6-2f401b4b46a4"",""author_name"":""Josh Cruickshank"",""book_name"":""if pelt tomorrow"",""lend_date"":""2023-10-06"",""days_to_return"":17}]"
